text,label
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ama teşekkür ederim.",2
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak elinize sağlık.",2
"İyi çalışmalar Mehmet Bey, teknik destekten arıyorum. talebinizi üst birime iletiyorum.",1
sabahdan beri bağlantım hata veriyor. ama artık sabrım kalmadı.,0
dünden beri baglantim hata veriyor. çünkü artik sabrim kalmadi.,0
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, ancak çok teşekkürler.",2
sabahdan beri internetim çok yavaş. çünkü etmeyi düşünüyorum.,0
sabahdan beri wifi sürekli kopuyor. bu yüzden böyle hizmet olmaz.,0
iki gündür modem sürekli kopuyor. ancak gerçekten mağdur oldum.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
dünden beri modem çalışmıyor. fakat böyle hizmet olmaz.,0
iki gündür modem çok yavaş. fakat gerçekten mağdur oldum.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden harika oldu.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
kapsamında onayınızı almam gerekiyor.,1
sabahdan beri fiber hat ısıklar yanmıyor. ama kimse ilgilenmedi.,0
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"Selamlar Ahmet Bey, teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
sabahdan beri fiber hat çalışmıyor. çünkü gerçekten mağdur oldum.,0
iki gundur ev interneti surekli kopuyor. cunku iptal etmeyi duşunuyorum.,0
sabahdan beri modem çok yavaş. bu yüzden artık sabrım kalmadı.,0
"Merhaba Mehmet Hanım, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
iki gündür modem çalışmıyor. fakat böyle hizmet olmaz.,0
iki gündür bağlantım hata veriyor. ama böyle hizmet olmaz.,0
"dunden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yuzden sorunum cözuldu.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, ancak harika oldu.",2
bir saattir fiber hat çalışmıyor. bu yüzden artık sabrım kalmadı.,0
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden çok teşekkürler.",2
"Merhaba Zeynep Bey, teknik destekten arıyorum. adres bilgilerinizi teyit eder misiniz.",1
Şu an hattınızda aktif bir arıza görünmüyor.,1
"iki gundur sorun yaşiyordum. adres bilgilerinizi teyit eder misiniz, ama elinize sağlik.",2
sabahdan beri fiber hat ışıklar yanmıyor. fakat kimse ilgilenmedi.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, fakat elinize saglık.",2
"dünden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ama beklediğimden hızlı çözüldü.",2
"İyi akşamlar Ceren efendim, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
bir saattir modem hata veriyor. ancak iptal etmeyi düşünüyorum.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden beklediğimden hızlı çözüldü.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, fakat harika oldu.",2
bir saattir wifi calışmıyor. bu yüzden kimse ilgilenmedi.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat çok memnun kaldım.",2
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, fakat sorunum çözüldü.",2
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü teşekkür ederim.",2
"Günaydın Ceren Hanım, altyapı biriminden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"Merhaba Fatma Bey, müşteri hizmetlerinden arıyorum. talebinizi üst birime iletiyorum.",1
"dünden beri sorun talebinizi üst birime iletiyorum, ancak elinize sağlik.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat sorunum çözüldü.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ancak çok memnun kaldım.",2
"dünden beri sorun adres bilgilerinizi teyit eder misiniz, bu yüzden beklediğimden hızlı çözüldü.",2
"Selamlar Zeynep Hanım, fatura servisinden arıyorum. işlemi başlatıyorum.",1
"Merhabalar Ceren Bey, altyapı biriminden arıyorum. kaydınızı oluşturuyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, çünkü çok memnun kaldım.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden teşekkür ederim.",2
sabahdan beri bağlantım ışıklar yanmıyor. bu yüzden etmeyi düşünüyorum.,0
"İyi akşamlar Fatma efendim, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ama sağ olun.",2
dünden beri ev interneti sürekli kopuyor. fakat artık sabrım kalmadı.,0
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden çok teşekkürler.",2
"Günaydın Zeynep Bey, teknik destekten arıyorum. talebinizi üst birime iletiyorum.",1
"İyi günler Ceren efendim, teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
Şu an hattınızda aktif bir arıza görünmüyor.,1
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü elinize sağlık.",2
"Ugur Bey, muşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
sabahdan beri ev interneti sürekli kopuyor. bu yüzden böyle hizmet olmaz.,0
sabahdan beri wifi hata veriyor. ancak gerçekten mağdur oldum.,0
sabahdan beri bağlantim çalismiyor. çünkü kimse ilgilenmedi.,0
"İyi aksamlar Mehmet Bey, teknik destekten ariyorum. adres bilgilerinizi teyit eder misiniz.",1
sabahdan beri internetim isiklar yanmiyor. çünkü artik sabrim kalmadi.,0
İşleminiz onay lütfen hattan ayrılmayın.,1
dünden beri baglantım çalısmıyor. fakat iptal etmeyi düsünüyorum.,0
iki gündür internetim hata veriyor. ama iptal etmeyi düşünüyorum.,0
bir saattir ev interneti hata veriyor. ancak artık sabrım kalmadı.,0
KVKK kapsaminda onayinizi almam gerekiyor.,1
"dünden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, fakat sorunum çözüldü.",2
"dünden beri sorun yasıyordum. adres bilgilerinizi teyit eder misiniz, ama sorunum cözüldü.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden harika oldu.",2
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat sağ olun.",2
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat çok teşekkürler.",2
"İyi akşamlar Fatma efendim, teknik destekten arıyorum. işlemi başlatıyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrilmayin.",1
bir saattir internetim sürekli kopuyor. fakat artık sabrım kalmadı.,0
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ama teşekkür ederim.",2
dünden beri ev interneti çalışmıyor. ancak gerçekten mağdur oldum.,0
iki gündür wifi çok yavaş. ancak kimse ilgilenmedi.,0
dünden beri bağlantım sürekli kopuyor. çünkü gerçekten mağdur oldum.,0
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, çünkü sorunum çözüldü.",2
sabahdan beri wifi çalışmıyor. ama kimse ilgilenmedi.,0
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ama elinize sağlık.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"bir saattir sorun yasıyordum. islemi baslatıyorum, ama çok memnun kaldım.",2
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, fakat elinize sağlık.",2
"dunden beri sorun yaşıyordum. sistemi kontrol ediyorum, ama bekledigimden hızlı çözuldu.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
bir saattir ev interneti ışıklar yanmıyor. bu yüzden gerçekten mağdur oldum.,0
"Merhaba Elif Hanım, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
Şu an hattınızda aktif arıza görünmüyor.,1
"Günaydın Ahmet , teknik destekten arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, ancak harika oldu.",2
sabahdan beri fiber hat çalışmıyor. ama kimse ilgilenmedi.,0
iki internetim sürekli kopuyor. ancak gerçekten mağdur oldum.,0
dunden beri modem hata veriyor. çunku artık sabrım kalmadı.,0
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, harika oldu.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
iki ev interneti sürekli kopuyor. bu yüzden kimse ilgilenmedi.,0
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat harika oldu.",2
"dünden beri sorun yasıyordum. talebinizi üst birime iletiyorum, ama cok memnun kaldım.",2
"İyi çalışmalar Ceren , teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
Sistemde kayitli adresinizi teyit edebilir miyim?,1
"Selamlar Uğur , teknik destekten arıyorum. sistemi kontrol ediyorum.",1
bir saattir bağlantım çalışmıyor. çünkü kimse ilgilenmedi.,0
"Selamlar Uğur Bey, altyapı biriminden arıyorum. işlemi başlatıyorum.",1
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ama beklediğimden hızlı çözüldü.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, fakat sorunum çözüldü.",2
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, fakat harika oldu.",2
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, teşekkür ederim.",2
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, çünkü elinize sağlık.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, bu yüzden elinize sağlık.",2
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden beklediğimden hızlı çözüldü.",2
"İyi çalışmalar Ayşe efendim, müşteri hizmetlerinden arıyorum. talebinizi üst birime iletiyorum.",1
dünden beri ev interneti çalışmıyor. ancak gerçekten mağdur oldum.,0
"Günaydın Burcu efendim, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü teşekkür ederim.",2
"İyi çalışmalar Uğur Bey, fatura servisinden arıyorum. işlemi başlatıyorum.",1
iki gündür wifi çok yavaş. ancak iptal etmeyi düşünüyorum.,0
"Merhaba Zeynep , teknik destekten arıyorum. işlemi başlatıyorum.",1
"Merhabalar Uğur Hanım, müşteri hizmetlerinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
bir saattir modem sürekli kopuyor. bu yüzden iptal etmeyi düşünüyorum.,0
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"Selamlar Mehmet efendim, fatura servisinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
sabahdan beri ev interneti çalışmıyor. ama iptal etmeyi düşünüyorum.,0
dünden beri ev interneti ışıklar yanmıyor. ancak artık sabrım kalmadı.,0
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü elinize sağlık.",2
"İyi akşamlar Uğur , fatura servisinden arıyorum. işlemi başlatıyorum.",1
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden sorunum çözüldü.",2
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, ama sorunum çözüldü.",2
"Merhaba Elif , altyapı biriminden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
İyi akşamlar Ayşe teknik destekten arıyorum. kaydınızı oluşturuyorum.,1
sabahdan beri wifi hata veriyor. ama böyle hizmet olmaz.,0
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"iki gundur sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ancak teşekkur ederim.",2
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü sorunum çözüldü.",2
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, fakat sağ olun.",2
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ancak teşekkür ederim.",2
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, ama çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, ancak sorunum çözüldü.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden harika oldu.",2
dünden beri modem sürekli kopuyor. fakat kimse ilgilenmedi.,0
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat sağ olun.",2
"iki gündür sorun yaşıyordum. talebinizi birime iletiyorum, çünkü beklediğimden hızlı çözüldü.",2
"Selamlar Emre Bey, teknik destekten arıyorum. işlemi başlatıyorum.",1
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat harika oldu.",2
iki gündür modem hata veriyor. bu yüzden iptal etmeyi düşünüyorum.,0
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, ancak harika oldu.",2
"dünden beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ama sorunum cözüldü.",2
"İsleminiz onay surecindedir, lutfen hattan ayrılmayın.",1
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, fakat sağ olun.",2
"Merhaba Uğur efendim, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, bu yüzden teşekkür ederim.",2
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ancak teşekkür ederim.",2
dünden beri fiber hat çok yavaş. ama böyle hizmet olmaz.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
"Merhaba Mert , müşteri hizmetlerinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"iki sorun yaşıyordum. talebinizi üst birime iletiyorum, çünkü sorunum çözüldü.",2
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak sorunum çözüldü.",2
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ancak beklediğimden hızlı çözüldü.",2
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, fakat çok memnun kaldım.",2
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat elinize sağlık.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
sabahdan beri bağlantım sürekli kopuyor. ama böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ama çok teşekkürler.",2
"Selamlar Zeynep Bey, teknik destekten arıyorum. sistemi kontrol ediyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
iki gündür ev interneti çok yavaş. çünkü böyle hizmet olmaz.,0
"Selamlar Mert Hanım, teknik destekten arıyorum. işlemi başlatıyorum.",1
iki gündür modem çok ancak artik sabrim kalmadi.,0
"sabahdan beri sorun yaşıyordum. talebinizi ust birime iletiyorum, ancak teşekkur ederim.",2
"Günaydın Zeynep Hanım, müşteri hizmetlerinden arıyorum. kaydınızı oluşturuyorum.",1
iki gündür modem cok yavaş. ancak gercekten mağdur oldum.,0
bir saattir fiber hat sürekli kopuyor. bu yüzden kimse ilgilenmedi.,0
"İyi çalışmalar Mehmet , altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"İyi akşamlar Fatma Bey, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
iki gündür bağlantım hata veriyor. fakat artık sabrım kalmadı.,0
"İyi günler Uğur efendim, teknik destekten arıyorum. talebinizi üst birime iletiyorum.",1
iki gündür modem ışıklar yanmıyor. çünkü artık sabrım kalmadı.,0
"bir saattir sorun yasiyordum. islemi baslatiyorum, çünkü tesekkür ederim.",2
"Merhaba Ayse efendim, müsteri hizmetlerinden ariyorum. islemi baslatiyorum.",1
bir saattir modem çok yavaş. ama artık kalmadı.,0
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
dünden beri ev interneti ışıklar yanmıyor. bu yüzden artık sabrım kalmadı.,0
Şu an hattınızda aktif bir arıza görünmüyor.,1
sabahdan beri ev interneti hata veriyor. çünkü iptal etmeyi düşünüyorum.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
iki gündür internetim çalışmıyor. ama böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, bu yüzden sağ olun.",2
"İyi günler Burcu Bey, teknik destekten arıyorum. işlemi başlatıyorum.",1
"İyi günler Ahmet Hanım, altyapı biriminden arıyorum. işlemi başlatıyorum.",1
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, ama harika oldu.",2
"İyi akşamlar Emre Bey, altyapı biriminden arıyorum. talebinizi üst birime iletiyorum.",1
Sistemde kayitli adresinizi teyit edebilir miyim?,1
Şu an hattınızda aktif bir arıza görünmüyor.,1
"İyi akşamlar Emre , müşteri arıyorum. talebinizi üst birime iletiyorum.",1
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat teşekkür ederim.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat harika oldu.",2
"bir saattir sorun yasıyordum. adres bilgilerinizi teyit eder misiniz, ancak elinize sağlık.",2
"İyi calismalar Zeynep efendim, altyapi biriminden kaydinizi olusturuyorum.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"Gunaydin Ayse , altyapi biriminden ariyorum. sistemi kontrol ediyorum.",1
"İyi akşamlar Ahmet Hanım, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
"İyi günler Zeynep , teknik destekten arıyorum. talebinizi üst birime iletiyorum.",1
"Merhabalar Elif Hanım, teknik destekten arıyorum. işlemi başlatıyorum.",1
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü beklediğimden hızlı çözüldü.",2
"bir saattir sorun kaydınızı oluşturuyorum, fakat elinize sağlık.",2
"Merhabalar Elif Hanım, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"Günaydın Uğur Hanım, teknik destekten arıyorum. adres bilgilerinizi teyit eder misiniz.",1
dünden beri modem hata veriyor. çünkü kimse ilgilenmedi.,0
bir saattir modem sürekli kopuyor. çünkü böyle hizmet olmaz.,0
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, bu yüzden sorunum çözüldü.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"Günaydın Ayşe Hanım, altyapı biriminden arıyorum. kaydınızı oluşturuyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
iki gündür ev interneti sürekli kopuyor. bu yüzden gerçekten mağdur oldum.,0
dünden beri fiber hat hata veriyor. fakat böyle hizmet olmaz.,0
"dunden beri sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yuzden harika oldu.",2
iki gündür modem sürekli kopuyor. ancak kimse ilgilenmedi.,0
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, fakat harika oldu.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
"Merhabalar Can , müşteri hizmetlerinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü çok teşekkürler.",2
dünden beri internetim sürekli kopuyor. ama iptal etmeyi düşünüyorum.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden bekledigimden hızlı çozüldü.",2
dünden beri fiber hat ışıklar yanmıyor. fakat gerçekten mağdur oldum.,0
Şu an hattınızda aktif bir arıza gorünmüyor.,1
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ama teşekkür ederim.",2
bir saattir internetim sürekli kopuyor. çünkü hizmet olmaz.,0
"bir saattir sorun yaşıyordum. talebinizi üst birime iletiyorum, ama çok teşekkürler.",2
iki gündür fiber hat çalışmıyor. çünkü gerçekten mağdur oldum.,0
"Selamlar Can Bey, müşteri hizmetlerinden arıyorum. talebinizi üst birime iletiyorum.",1
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden beklediğimden hızlı çözüldü.",2
"bir saattir sorun yaşıyordum. talebinizi ust birime iletiyorum, çunku beklediğimden hızlı çozuldu.",2
"Günaydın Mehmet , müşteri hizmetlerinden arıyorum. işlemi başlatıyorum.",1
"Merhabalar Burcu Hanım, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
iki gündür ev interneti çok yavaş. bu yüzden kimse ilgilenmedi.,0
"İyi günler Ayşe , müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
sabahdan beri modem hata veriyor. ancak böyle hizmet olmaz.,0
dünden beri internetim çalışmıyor. fakat gerçekten mağdur oldum.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak harika oldu.",2
dünden beri bağlantım ışıklar yanmıyor. fakat kimse ilgilenmedi.,0
sabahdan beri wifi calişmiyor. cünkü boyle hizmet olmaz.,0
"bir saattir yaşıyordum. talebinizi üst birime iletiyorum, çünkü sağ olun.",2
bir saattir fiber hat çalışmıyor. çünkü iptal etmeyi düşünüyorum.,0
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, çünkü beklediğimden hızlı çözüldü.",2
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ama çok teşekkürler.",2
iki gündür modem çok yavaş. çünkü kimse ilgilenmedi.,0
"Merhabalar Mehmet , teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
"sabahdan beri sorun yasiyordum. talebinizi ust birime iletiyorum, ama beklediğimden hizli çözuldu.",2
"İyi aksamlar Uğur Bey, fatura servisinden arıyorum. islemi baslatıyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
"iki sorun yaşıyordum. işlemi başlatıyorum, ama teşekkür ederim.",2
dünden beri bağlantım ışıklar yanmıyor. çünkü gerçekten mağdur oldum.,0
Şu an hattınızda aktif bir arıza gorunmuyor.,1
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ama çözüldü.",2
iki gündür modem çalışmıyor. ancak artık sabrım kalmadı.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ama harika oldu.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak çok teşekkürler.",2
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, ama beklediğimden hızlı çözüldü.",2
"Gunaydın Mert , fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
Sistemde kayıtlı adresinizi teyit edebilir miyim?,1
bir saattir fiber hat çalışmıyor. ancak kimse ilgilenmedi.,0
"İyi akşamlar Selin efendim, teknik destekten arıyorum. talebinizi üst birime iletiyorum.",1
"bir saattir sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, çünkü sağ olun.",2
iki gündür fiber hat çok yavaş. bu yüzden iptal etmeyi düşünüyorum.,0
sabahdan beri wifi çok yavaş. bu yüzden böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, fakat beklediğimden hızlı çözüldü.",2
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden beklediğimden hızlı çozüldü.",2
"Merhaba Zeynep efendim, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
"sabahdan beri sorun yasıyordum. sistemi kontrol ediyorum, fakat cok memnun kaldım.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, çok teşekkürler.",2
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
"iki gundur sorun yaşiyordum. işlemi başlatiyorum, bu yuzden elinize sağlik.",2
sabahdan beri internetim sürekli kopuyor. ama gerçekten mağdur oldum.,0
sabahdan beri wifi çok yavaş. bu yüzden artık sabrım kalmadı.,0
dunden beri internetim hata veriyor. cunku artık sabrım kalmadı.,0
"Merhabalar Ahmet Bey, altyapı biriminden arıyorum. talebinizi birime iletiyorum.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
dünden beri modem hata veriyor. ama gerçekten mağdur oldum.,0
Şu an hattınızda aktif bir arıza gorünmüyor.,1
dünden beri wifi çalışmıyor. fakat gerçekten mağdur,0
bir saattir internetim çalışmıyor. bu yüzden iptal etmeyi düşünüyorum.,0
iki gündür ev interneti çok yavaş. bu yüzden böyle hizmet olmaz.,0
sabahdan beri modem sürekli kopuyor. ama gerçekten mağdur oldum.,0
"İşleminiz onay sürecindedir, lütfen hattan ayrılmayın.",1
Şu an hattınızda aktif bir arıza görünmüyor.,1
iki gündür sorun yaşıyordum. işlemi ancak çok memnun kaldım.,2
"iki gundur sorun yaşiyordum. kaydinizi oluşturuyorum, fakat elinize sağlik.",2
sabahdan beri modem hata veriyor. çünkü artık sabrım kalmadı.,0
"Merhabalar Mehmet Bey, müşteri hizmetlerinden arıyorum. talebinizi üst birime iletiyorum.",1
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, çünkü teşekkür ederim.",2
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden çok memnun kaldım.",2
"İyi günler Burcu Bey, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
"Merhaba Uğur Hanim, teknik destekten ariyorum. işlemi başlatiyorum.",1
bir saattir internetim surekli kopuyor. ancak iptal etmeyi duşunuyorum.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
bir saattir internetim hata veriyor. çunku kimse ilgilenmedi.,0
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, ama çok teşekkürler.",2
"İyi akşamlar Burcu Hanım, müşteri arıyorum. sistemi kontrol ediyorum.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
"İyi günler Fatma Hanım, fatura servisinden arıyorum. adres bilgilerinizi teyit eder misiniz.",1
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, çünkü çok memnun kaldım.",2
"iki gündür sorun yaşıyordum. talebinizi üst birime iletiyorum, fakat sag olun.",2
"iki gündür sorun yaşıyordum. adres bilgilerinizi teyit eder misiniz, bu yüzden beklediğimden hızlı çözüldü.",2
Şu an hattınızda aktif bir arıza görünmüyor.,1
dünden beri bağlantım çalışmıyor. bu yüzden gerçekten mağdur oldum.,0
"İyi çalışmalar Selin , altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"Merhabalar Fatma efendim, teknik destekten arıyorum. işlemi başlatıyorum.",1
dünden beri internetim sürekli kopuyor. çünkü hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. talebinizi üst birime iletiyorum, ama çok memnun kaldım.",2
"Merhaba Fatma Hanım, teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, çünkü harika oldu.",2
Sistemde kayitli adresinizi teyit edebilir miyim?,1
sabahdan beri wifi ışıklar yanmıyor. çünkü böyle hizmet olmaz.,0
