text,label
"İyi çalismalar Zeynep efendim, teknik destekten ariyorum. sistemi kontrol ediyorum.",1
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden çok memnun kaldım.",2
Talebinizi üst birime acil koduyla iletiyorum.,1
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, ama gerçekten yardımcı oldunuz.",2
sabahdan beri internetim hata veriyor. ancak artık sabrım kalmadı.,0
"İyi akşamlar Zeynep Bey, müşteri hizmetlerinden arıyorum. kaydınızı oluşturuyorum.",1
"Selamlar Elif , teknik destekten arıyorum. sistemi kontrol ediyorum.",1
sabahdan beri ev interneti çalişmiyor. ama böyle hizmet olmaz.,0
bir saattir ev interneti sürekli kopuyor. bu yüzden böyle hizmet olmaz.,0
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, ancak sorunum çözüldü.",2
sabahdan beri internetim çok yavaş. ama gerçekten mağdur oldum.,0
bir saattir bağlantım çalışmıyor. ancak kimse ilgilenmedi.,0
"iki gündür sorun yaşiyordum. işlemi başlatiyorum, fakat çok memnun kaldim.",2
sabahdan beri internetim çalışmıyor. ancak böyle hizmet olmaz.,0
Şu an hattınızda herhangi bir arıza kaydı görünmüyor.,1
"bir saattir sorun yasiyordum. islemi baslatiyorum, ancak gerçekten yardimci oldunuz.",2
bir saattir fiber hat sürekli kopuyor. ama gerçekten mağdur oldum.,0
sabahdan beri modem sürekli kopuyor. ancak böyle hizmet olmaz.,0
"Günaydın Fatma Bey, teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
iki gündür wifi ışıklar yanmıyor. ama böyle hizmet olmaz.,0
iki gündür fiber hat çok yavaş. bu yüzden kimse ilgilenmedi.,0
"İyi akşamlar Mehmet , müşteri hizmetlerinden arıyorum. kaydınızı oluşturuyorum.",1
dünden beri fiber hat hata veriyor. bu yüzden böyle hizmet olmaz.,0
KVKK kapsaminda onayinizi almam gerekiyor.,1
"İyi akşamlar Can , fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
bir saattir fiber hat sürekli kopuyor. bu yüzden gercekten mağdur oldum.,0
iki gündür wifi sürekli kopuyor. çünkü böyle hizmet olmaz.,0
iki gundur wifi isiklar yanmiyor. cunku kimse ilgilenmedi.,0
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, fakat sorunum çözüldü.",2
Sistemde tanimli olan adresinizi teyit eder misiniz?,1
"sabahdan beri sorun yasıyordum. sistemi kontrol ediyorum, çunku çok memnun kaldım.",2
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden çok memnun kaldım.",2
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
dünden beri fiber hat sürekli kopuyor. ancak artık sabrım kalmadı.,0
"İyi günler Ceren Hanım, altyapı biriminden arıyorum. işlemi başlatıyorum.",1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü teşekkür ederim.",2
iki gündür wifi ışıklar yanmıyor. fakat gerçekten mağdur oldum.,0
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak teşekkür ederim.",2
"Selamlar Elif efendim, fatura servisinden arıyorum. işlemi başlatıyorum.",1
"Selamlar Mehmet efendim, fatura servisinden arıyorum. işlemi başlatıyorum.",1
bir saattir wifi ısıklar yanmıyor. cünkü gercekten mağdur oldum.,0
iki gündür fiber hat ışıklar yanmıyor. ama kimse ilgilenmedi.,0
dünden beri internetim sürekli kopuyor. çünkü kimse ilgilenmedi.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ama gerçekten yardımcı oldunuz.",2
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, çünkü çok memnun kaldım.",2
dunden beri internetim cok yavaş. ancak artık sabrım kalmadı.,0
sabahdan beri bağlantım ışıklar yanmıyor. bu yüzden böyle hizmet olmaz.,0
iki gundur internetim hata veriyor. fakat kimse ilgilenmedi.,0
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, çünkü sorunum çözüldü.",2
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak gerçekten yardımcı oldunuz.",2
"İyi akşamlar Ahmet efendim, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"Merhabalar Emre Hanım, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
dünden beri bağlantım hata veriyor. fakat böyle hizmet olmaz.,0
"Merhaba Mert Bey, teknik destekten arıyorum. işlemi başlatıyorum.",1
Talebinizi üst birime acil koduyla iletiyorum.,1
"İşleminiz şu an onay bekliyor, lütfen hattan ayrılmayın.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
dünden beri ev interneti çok yavaş. fakat artık sabrım kalmadı.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü sorunum çözüldü.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, ancak teşekkür ederim.",2
dunden beri wifi hata veriyor. ancak boyle hizmet olmaz.,0
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ama teşekkür ederim.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, fakat teşekkür ederim.",2
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak çok memnun kaldım.",2
sabahdan beri wifi sürekli kopuyor. bu yüzden artık sabrım kalmadı.,0
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, çünkü sorunum çözüldü.",2
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, bu yüzden çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak çok memnun kaldım.",2
sabahdan beri internetim ışıklar yanmıyor. çünkü böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, fakat gerçekten yardımcı oldunuz.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü teşekkür ederim.",2
bir saattir internetim çok yavaş. ama gerçekten mağdur oldum.,0
"İyi çalışmalar Elif Hanım, teknik destekten arıyorum. sistemi kontrol ediyorum.",1
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak sorunum çözüldü.",2
"Selamlar Ayşe Hanım, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden sorunum çözüldü.",2
"İyi günler Selin Hanım, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
Güvenliğiniz için anne kizlik soyadinizin ikinci harfini alabilir miyim?,1
"İyi akşamlar Zeynep Hanım, teknik destekten arıyorum. işlemi başlatıyorum.",1
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat çok memnun kaldım.",2
KVKK kapsamında onayınızı almam gerekiyor.,1
dünden beri wifi sürekli kopuyor. bu yüzden artık sabrım kalmadı.,0
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, fakat gerçekten yardımcı oldunuz.",2
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ama sorunum çözüldü.",2
sabahdan beri modem çalışmıyor. çünkü artık sabrım kalmadı.,0
Şu an hattınızda herhangi bir arıza kaydı görünmüyor.,1
"Selamlar Mert , teknik destekten ariyorum. işlemi başlatiyorum.",1
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ama sorunum çözüldü.",2
"Merhaba Fatma , altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"İyi akşamlar Can efendim, fatura servisinden arıyorum. işlemi başlatıyorum.",1
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
sabahdan beri wifi sürekli kopuyor. bu yüzden böyle hizmet olmaz.,0
Şu an hattınızda herhangi bir arıza kaydı görünmüyor.,1
"İyi çalışmalar Mert Bey, fatura servisinden arıyorum. işlemi başlatıyorum.",1
sabahdan beri ev interneti ışıklar yanmıyor. fakat artık sabrım kalmadı.,0
bir saattir internetim çalışmıyor. fakat kimse ilgilenmedi.,0
sabahdan beri ev interneti ışıklar yanmıyor. ama kimse ilgilenmedi.,0
dünden beri bağlantım sürekli kopuyor. bu yüzden böyle hizmet olmaz.,0
"Günaydın Ayşe , altyapı biriminden arıyorum. işlemi başlatıyorum.",1
bir saattir modem çok yavaş. ama kimse ilgilenmedi.,0
Şu an hattınızda herhangi bir arıza kaydı görünmüyor.,1
bir saattir wifi hata veriyor. bu yüzden böyle hizmet olmaz.,0
"Selamlar Ceren Bey, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
sabahdan beri ev interneti çok yavaş. çünkü artık sabrım kalmadı.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden sorunum çözüldü.",2
bir saattir wifi hata veriyor. çünkü kimse ilgilenmedi.,0
"İyi çalışmalar Mert Bey, altyapı biriminden arıyorum. işlemi başlatıyorum.",1
"dünden beri sorun yasiyordum. islemi baslatiyorum, bu yüzden tesekkür ederim.",2
dünden beri ev interneti çok yavaş. fakat kimse ilgilenmedi.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak çok memnun kaldım.",2
iki gündür wifi sürekli kopuyor. ancak kimse ilgilenmedi.,0
"Merhabalar Mehmet Bey, fatura servisinden arıyorum. işlemi başlatıyorum.",1
"Merhabalar Mert , fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, fakat gerçekten yardımcı oldunuz.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, fakat çok memnun kaldım.",2
"İyi akşamlar Zeynep Hanım, altyapı biriminden arıyorum. kaydınızı oluşturuyorum.",1
iki gündür internetim sürekli kopuyor. ama kimse ilgilenmedi.,0
"bir saattir sorun yasıyordum. sistemi kontrol ediyorum, ancak sorunum çözuldu.",2
"bir saattir sorun yaşiyordum. sistemi kontrol ediyorum, bu yüzden gercekten yardimci oldunuz.",2
sabahdan beri modem ışıklar yanmıyor. ama kimse ilgilenmedi.,0
"bir saattir sorun yasiyordum. kaydinizi olusturuyorum, fakat çok memnun kaldim.",2
"Merhabalar Mert , müşteri hizmetlerinden arıyorum. işlemi başlatıyorum.",1
"dunden beri sorun yaşiyordum. sistemi kontrol ediyorum, çunku gerçekten yardimci oldunuz.",2
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, bu yüzden sorunum çözüldü.",2
dünden beri ev interneti çok yavaş. bu yüzden artık sabrım kalmadı.,0
"bir saattir sorun yasıyordum. sistemi kontrol ediyorum, ancak tesekkür ederim.",2
"dunden beri sorun yasiyordum. sistemi kontrol ediyorum, ama tesekkur ederim.",2
"Selamlar Fatma Bey, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
"İyi günler Ceren , altyapı biriminden arıyorum. işlemi başlatıyorum.",1
iki gündür baglantim işiklar yanmiyor. ama artik sabrim kalmadi.,0
sabahdan beri bağlantım çalışmıyor. ama kimse ilgilenmedi.,0
bir saattir wifi hata veriyor. ama böyle hizmet olmaz.,0
iki gündür internetim hata veriyor. ancak gerçekten mağdur oldum.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak sorunum çözüldü.",2
sabahdan beri bağlantım ışıklar yanmıyor. çünkü kimse ilgilenmedi.,0
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
dünden beri bağlantım sürekli kopuyor. bu yüzden kimse ilgilenmedi.,0
sabahdan beri bağlantım ısıklar yanmıyor. ama boyle hizmet olmaz.,0
"Merhabalar Burcu efendim, fatura servisinden arıyorum. işlemi başlatıyorum.",1
iki gündür internetim çok yavaş. çünkü böyle hizmet olmaz.,0
dunden beri ev interneti hata veriyor. bu yuzden artık sabrım kalmadı.,0
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, fakat gerçekten yardımcı oldunuz.",2
"bir saattir sorun yasıyordum. islemi baslatıyorum, ancak çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden sorunum çözüldü.",2
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden teşekkür ederim.",2
sabahdan beri wifi isiklar yanmiyor. ama kimse ilgilenmedi.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat çok memnun kaldım.",2
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, ancak teşekkür ederim.",2
iki gündür ev interneti hata veriyor. fakat böyle hizmet olmaz.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ama sorunum çözüldü.",2
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, fakat çok memnun kaldım.",2
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak gerçekten yardımcı oldunuz.",2
iki gündür ev interneti ışıklar yanmıyor. bu yüzden böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden çok memnun kaldım.",2
sabahdan beri bağlantım sürekli kopuyor. ancak artık sabrım kalmadı.,0
sabahdan beri wifi çok yavaş. ama artık sabrım kalmadı.,0
"sabahdan beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat gerçekten yardımcı oldunuz.",2
sabahdan beri fiber hat sürekli kopuyor. ama gerçekten mağdur oldum.,0
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
KVKK kapsamında onayınızı almam gerekiyor.,1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, ancak teşekkür ederim.",2
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü çok memnun kaldım.",2
bir saattir wifi ışıklar yanmıyor. fakat artık sabrım kalmadı.,0
"Merhaba Uğur Bey, teknik destekten arıyorum. sistemi kontrol ediyorum.",1
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
dünden beri bağlantım çalışmıyor. bu yüzden gerçekten mağdur oldum.,0
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, ama çok memnun kaldım.",2
dünden beri ev interneti ışıklar yanmıyor. fakat kimse ilgilenmedi.,0
Sistemde tanimli olan adresinizi teyit eder misiniz?,1
sabahdan beri modem çok yavaş. fakat kimse ilgilenmedi.,0
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak gerçekten yardımcı oldunuz.",2
sabahdan beri ev interneti sürekli kopuyor. çünkü artık sabrım kalmadı.,0
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, ama gerçekten yardımcı oldunuz.",2
Sistemde tanimli olan adresinizi teyit eder misiniz?,1
Talebinizi ust birime acil koduyla iletiyorum.,1
"Günaydın Emre Hanım, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"İyi akşamlar Ceren , teknik destekten arıyorum. işlemi başlatıyorum.",1
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, fakat gerçekten yardımcı oldunuz.",2
iki gundur internetim ısıklar yanmıyor. çunku gerçekten mağdur oldum.,0
"sabahdan beri sorun yasıyordum. kaydınızı olusturuyorum, bu yüzden tesekkür ederim.",2
sabahdan beri wifi çalışmıyor. bu yüzden kimse ilgilenmedi.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü sorunum çözüldü.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, ancak çok memnun kaldım.",2
dünden beri fiber hat çok yavaş. fakat kimse ilgilenmedi.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
"İyi günler Can efendim, fatura servisinden arıyorum. işlemi başlatıyorum.",1
"Günaydin Ceren Hanim, fatura servisinden ariyorum. kaydinizi oluşturuyorum.",1
sabahdan beri fiber hat ışıklar yanmıyor. fakat böyle hizmet olmaz.,0
iki gündür ev interneti hata veriyor. çünkü gerçekten mağdur oldum.,0
bir saattir wifi hata veriyor. bu yüzden artık sabrım kalmadı.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ama çok memnun kaldım.",2
dunden beri modem calısmıyor. cunku artık sabrım kalmadı.,0
"Merhabalar Elif Bey, altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü çok memnun kaldım.",2
"İyi günler Fatma Bey, müşteri hizmetlerinden arıyorum. kaydınızı oluşturuyorum.",1
dünden beri ev interneti çok yavaş. bu yüzden kimse ilgilenmedi.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü çok memnun kaldım.",2
iki gündür fiber hat sürekli kopuyor. çünkü kimse ilgilenmedi.,0
Şu an hattınızda herhangi bir arıza kaydı görünmüyor.,1
"Merhabalar Uğur Hanım, teknik destekten arıyorum. kaydınızı olusturuyorum.",1
"İyi günler Mehmet Bey, müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
sabahdan beri internetim sürekli kopuyor. fakat gerçekten magdur oldum.,0
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak sorunum çözüldü.",2
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
dunden beri wifi hata veriyor. çunku artik sabrim kalmadi.,0
"Merhaba Zeynep Hanım, teknik destekten arıyorum. işlemi başlatıyorum.",1
Güvenliginiz icin anne kizlik soyadinizin ikinci harfini alabilir miyim?,1
dunden beri modem surekli kopuyor. cunku kimse ilgilenmedi.,0
dünden beri bağlantım çok yavaş. bu yüzden gerçekten mağdur oldum.,0
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü gerçekten yardımcı oldunuz.",2
bir saattir modem ışıklar yanmıyor. bu yüzden kimse ilgilenmedi.,0
"İyi çalışmalar Mert Bey, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
"Merhaba Ahmet , müşteri hizmetlerinden arıyorum. işlemi başlatıyorum.",1
"İyi günler Can efendim, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
sabahdan beri bağlantım çalışmıyor. ama böyle hizmet olmaz.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü sorunum çözüldü.",2
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, çünkü gerçekten yardımcı oldunuz.",2
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, fakat teşekkür ederim.",2
bir saattir modem sürekli kopuyor. çünkü artık sabrım kalmadı.,0
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, ama çok memnun kaldım.",2
"İyi günler Emre Hanım, fatura servisinden arıyorum. işlemi başlatıyorum.",1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ama çok memnun kaldım.",2
"İyi günler Fatma Hanım, altyapı biriminden arıyorum. işlemi başlatıyorum.",1
KVKK kapsamında onayınızı almam gerekiyor.,1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak sorunum çözüldü.",2
"iki gündür sorun yasıyordum. islemi baslatıyorum, cünkü gercekten yardımcı oldunuz.",2
sabahdan beri fiber hat çalışmıyor. ama kimse ilgilenmedi.,0
Talebinizi üst birime acil koduyla iletiyorum.,1
sabahdan beri internetim çok yavaş. çünkü artık sabrım kalmadı.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
"dünden beri sorun yasıyordum. kaydınızı olusturuyorum, cünkü cok memnun kaldım.",2
iki gundur ev interneti hata veriyor. ama kimse ilgilenmedi.,0
bir saattir ev interneti hata veriyor. çünkü artık sabrım kalmadı.,0
bir saattir modem ışıklar yanmıyor. fakat böyle hizmet olmaz.,0
"Merhaba Mehmet , altyapı biriminden arıyorum. sistemi kontrol ediyorum.",1
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, ama sorunum çözüldü.",2
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, ancak teşekkür ederim.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, fakat gerçekten yardımcı oldunuz.",2
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, çünkü gerçekten yardımcı oldunuz.",2
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, ancak çok memnun kaldım.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ama çok memnun kaldım.",2
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
bir saattir fiber hat sürekli kopuyor. fakat böyle hizmet olmaz.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü gerçekten yardımcı oldunuz.",2
Talebinizi üst birime acil koduyla iletiyorum.,1
"Günaydın Ugur , müşteri hizmetlerinden arıyorum. işlemi başlatıyorum.",1
bir saattir modem çalışmıyor. fakat gerçekten mağdur oldum.,0
"İyi akşamlar Zeynep , teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
Mevcut kampanyanızı bir üst pakete taşıyabiliriz.,1
"İyi çalismalar Burcu Bey, müsteri hizmetlerinden ariyorum. islemi baslatiyorum.",1
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, ancak sorunum çözüldü.",2
"Merhaba Elif efendim, teknik destekten arıyorum. islemi baslatıyorum.",1
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden gerçekten yardımcı oldunuz.",2
dünden beri internetim çalışmıyor. ancak böyle hizmet olmaz.,0
bir saattir bağlantım sürekli kopuyor. bu yüzden gerçekten mağdur oldum.,0
"dünden beri sorun yaşıyordum. işlemi başlatıyorum, fakat sorunum çözüldü.",2
iki gündür internetim cok yavaş. fakat boyle hizmet olmaz.,0
Şu an hattınızda herhangi bir arıza kaydı görünmüyor.,1
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, çünkü gerçekten yardımcı oldunuz.",2
"iki gündür sorun yaşıyordum. kaydınızı oluşturuyorum, bu yüzden teşekkür ederim.",2
bir saattir baglantım cok yavaş. ama böyle hizmet olmaz.,0
"Günaydın Selin Bey, teknik destekten arıyorum. sistemi kontrol ediyorum.",1
dünden beri wifi sürekli kopuyor. ama kimse ilgilenmedi.,0
iki gündür internetim sürekli kopuyor. bu yüzden gerçekten mağdur oldum.,0
KVKK kapsamında onayınızı almam gerekiyor.,1
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, fakat teşekkür ederim.",2
"İyi akşamlar Selin efendim, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
Talebinizi üst birime acil koduyla iletiyorum.,1
dünden beri internetim ışıklar yanmıyor. ama böyle hizmet olmaz.,0
"İyi calışmalar Mehmet Hanım, müşteri hizmetlerinden arıyorum. kaydınızı oluşturuyorum.",1
"sabahdan beri sorun yaşıyordum. işlemi başlatıyorum, fakat sorunum çözüldü.",2
"Merhabalar Burcu efendim, fatura servisinden arıyorum. kaydınızı oluşturuyorum.",1
"bir saattir sorun yasıyordum. sistemi kontrol ediyorum, bu yüzden sorunum çözüldü.",2
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
"İyi çalışmalar Ahmet , müşteri hizmetlerinden arıyorum. sistemi kontrol ediyorum.",1
bir saattir fiber hat çalişmiyor. bu yüzden artik sabrim kalmadi.,0
"dünden beri sorun yasıyordum. sistemi kontrol ediyorum, bu yüzden sorunum çozüldü.",2
iki gündür internetim çalışmıyor. ama artık sabrım kalmadı.,0
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, bu yüzden sorunum çözüldü.",2
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
bir saattir modem ışıklar yanmıyor. fakat kimse ilgilenmedi.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, çünkü sorunum çözüldü.",2
iki gündür internetim ışıklar yanmıyor. bu yüzden böyle hizmet olmaz.,0
"iki gündür sorun yaşiyordum. sistemi kontrol ediyorum, ama teşekkür ederim.",2
sabahdan beri bağlantım ışıklar yanmıyor. ama kimse ilgilenmedi.,0
dünden beri bağlantım sürekli kopuyor. ama artık sabrım kalmadı.,0
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
"bir saattir sorun yaşıyordum. sistemi kontrol ediyorum, çünkü gerçekten yardımcı oldunuz.",2
bir saattir fiber hat ışıklar yanmıyor. bu yüzden böyle hizmet olmaz.,0
iki gündür bağlantım hata veriyor. fakat böyle hizmet olmaz.,0
"İyi çalışmalar Uğur Bey, teknik destekten arıyorum. işlemi başlatıyorum.",1
dünden beri ev interneti hata veriyor. fakat artık sabrım kalmadı.,0
"iki gündür sorun yaşıyordum. sistemi kontrol ediyorum, çünkü teşekkür ederim.",2
sabahdan beri internetim çok yavaş. bu yüzden kimse ilgilenmedi.,0
"İşleminiz şu an onay bekliyor, lütfen hattan ayrılmayın.",1
Güvenliğiniz için anne kızlık soyadınızın ikinci harfini alabilir miyim?,1
sabahdan beri wifi çok yavaş. bu yüzden böyle hizmet olmaz.,0
bir saattir internetim çok yavaş. ama artık sabrım kalmadı.,0
dünden beri modem çalışmıyor. bu yüzden gerçekten mağdur oldum.,0
sabahdan beri internetim çalışmıyor. bu yüzden artık sabrım kalmadı.,0
"bir saattir sorun yaşıyordum. işlemi başlatıyorum, bu yüzden gerçekten yardımcı oldunuz.",2
"İsleminiz su an onay bekliyor, lütfen hattan ayrılmayın.",1
Sistemde tanımlı olan adresinizi teyit eder misiniz?,1
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, fakat çok memnun kaldım.",2
"Merhabalar Elif , teknik destekten arıyorum. kaydınızı oluşturuyorum.",1
sabahdan beri internetim işiklar yanmiyor. ama artik sabrim kalmadi.,0
sabahdan beri ev interneti çok yavaş. ama kimse ilgilenmedi.,0
"bir saattir sorun yaşıyordum. kaydınızı oluşturuyorum, ama sorunum çözüldü.",2
iki gündür modem çok yavaş. ancak böyle hizmet olmaz.,0
"sabahdan beri sorun yaşıyordum. sistemi kontrol ediyorum, çünkü çok memnun kaldım.",2
"İsleminiz su an onay bekliyor, lütfen hattan ayrilmayin.",1
Talebinizi üst birime acil koduyla iletiyorum.,1
"Selamlar Ahmet Bey, müşteri hizmetlerinden arıyorum. işlemi başlatıyorum.",1
bir saattir bağlantım çok yavaş. bu yüzden kimse ilgilenmedi.,0
"dünden beri sorun yasıyordum. sistemi kontrol ediyorum, fakat sorunum çözüldü.",2
"İşleminiz şu an onay bekliyor, lütfen hattan ayrılmayın.",1
dünden beri wifi hata veriyor. ancak böyle hizmet olmaz.,0
"dünden beri sorun yaşıyordum. kaydınızı oluşturuyorum, fakat teşekkür ederim.",2
dünden beri bağlantım sürekli kopuyor. bu yüzden artık sabrım kalmadı.,0
"İyi calışmalar Zeynep efendim, fatura servisinden arıyorum. sistemi kontrol ediyorum.",1
dünden beri wifi hata veriyor. bu yüzden artık sabrım kalmadı.,0
"iki gündür sorun yaşıyordum. işlemi başlatıyorum, bu yüzden teşekkür ederim.",2
"dünden beri sorun yaşıyordum. sistemi kontrol ediyorum, ama çok memnun kaldım.",2
iki gündür modem çalışmıyor. bu yüzden gerçekten mağdur oldum.,0
