review,label
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
Kalite ve güvenin tek adresi.,pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Ödeme seçenekleri hakkında daha fazla bilgi alabilir miyim?,nötr
Kampanyadan nasıl yararlanabileceğimi öğrenmek istedim.,nötr
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Açıklamada belirtilen özellikler doğru muydu?,nötr
"Hayatımı kolaylaştırdınız, teşekkür ederim!",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi kaliteli.",pozitif
"Verilen sözlerin hiçbiri tutulmadı, büyük hayal kırıklığı.",negatif
Ürün beklediğimden çok daha sağlam çıktı.,pozitif
Fiyatlar neden bu kadar farklılık gösteriyor?,nötr
Sorunum hızlıca bir şekilde halledildi.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Kalite ve güvenin tek adresi.,pozitif
Ürünün muadili var mı?,nötr
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Sipariş beklediğimden çok daha nazik çıktı.,pozitif
Cihaz beklediğimden çok daha ilgili çıktı.,pozitif
"Yorumumu yayınlamıyorlar, sansür uyguluyorlar.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Görevli çözüm sürecinde çok hızlı davrandı.,pozitif
Bu markanın diğer ürünlerini de merak ettim.,nötr
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Ürünü aldıktan sonra hemen bozuldu.,negatif
Ürünün ambalajı hasar görmüş olabilir mi?,nötr
Bu ürünün garanti süresi kaç yıl?,nötr
"Kurye konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Tüm sorularıma sabırla cevap verdiler.,pozitif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
Cihaz beklediğimden çok daha ilgili çıktı.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Ürünün boyutları tam olarak nedir?,nötr
"Gelen ürünüm kırık çıktı, iadeyi kabul etmiyorlar.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kulaklık tam bir hayal kırıklığı, çok kötü.",negatif
İletişim için telefon mu yoksa e-posta mı tercih ediyorsunuz?,nötr
"Paramı iade etmiyorlar, beni mağdur ettiler.",negatif
"Telefon tam bir hayal kırıklığı, çok kaba.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Kurye çözüm sürecinde çok sağlam davrandı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Çözüm odaklı yaklaşımınız harika.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Bu kadar ilgili bir firma daha görmedim.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Beklenti düzeyindeydi,nötr
"Cihaz tam bir hayal kırıklığı, çok kalitesiz.",negatif
Sorunum anında bir şekilde halledildi.,pozitif
Destek ekibi çözüm sürecinde çok ilgili davrandı.,pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Sizden hizmet almak bir ayrıcalık.,pozitif
Şimdiye kadar denediklerimin en iyisiydi.,pozitif
Siparişimi ne zaman teslim edeceksiniz?,nötr
Alışılmış bir hizmetti,nötr
Siparişim 10 gündür kargoya verilmedi.,negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
İnanılmaz derecede kullanıcı dostu bir arayüze sahipsiniz.,pozitif
Beklediğimden çok daha iyi performans gösterdi.,pozitif
Telefon beklediğimden çok daha kaliteli çıktı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Paramı iade etmiyorlar, beni mağdur ettiler.",negatif
Gelen kargo kutusu tamamen ezilmişti.,negatif
"Kargo firması ürünü kaybetmiş, kimse ilgilenmiyor.",negatif
Telefon beklediğimden çok daha kaliteli çıktı.,pozitif
Profesyonellik ve kalite bir arada.,pozitif
"Cihaz tam bir hayal kırıklığı, çok kaba.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi hızlı.",pozitif
"Tüm beklentilerimi karşıladı, harika.",pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Ürün beklediğimden çok daha kaliteli çıktı.,pozitif
Fiyatlar neden bu kadar farklılık gösteriyor?,nötr
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Ürünü ne zaman iade edebileceğimi bilmek istiyorum.,nötr
Müşteri temsilcisi çözüm sürecinde çok sağlam davrandı.,pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi kaliteli.",pozitif
"Aldığım en iyi hizmetti, çok memnun kaldım.",pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Aldığım hizmetten kesinlikle memnun kalmadım.,negatif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Siparişimi ne zaman onaylayacaksınız?,nötr
En güvenilir firma.,pozitif
Cihaz beklediğimden çok daha sağlam çıktı.,pozitif
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
Müşteri temsilcisi çok nazik ve çözüm odaklıydı.,pozitif
Müşteri hizmetleri beni yanlış yönlendirdi.,negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Destek ekibi çözüm sürecinde çok kaliteli davrandı.,pozitif
Şimdiye kadarki en iyi müşteri deneyimi.,pozitif
Ürünü kullanmaya başladığım an arıza verdi.,negatif
"Kullanım talimatları o kadar karmaşık ki, anlayamadım.",negatif
En güvenilir firma.,pozitif
Taksitli satış yapıyor musunuz?,nötr
"Kesinlikle öneririm, hizmet kalitesi nazik.",pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
İade formunu doldurmam gerekiyor.,nötr
Cihaz beklediğimden çok daha hızlı çıktı.,pozitif
Ürünün vaat ettiği hiçbir şeyi yapmıyor.,negatif
"Siparişimi teslim alacak kimse yoktu, geri gitti.",nötr
E-posta ile gönderdiğim hiçbir mesaja cevap alamadım.,negatif
Paket beklediğimden çok daha kaliteli çıktı.,pozitif
Ürünü geri gönderme rağmen para iadesi yapılmadı.,negatif
Web sitesinde bir sorunla karşılaştım.,nötr
Lütfen bana bir e-posta gönderin.,nötr
Teslimat adresimi güncellemem gerekiyor.,nötr
Faturanın bir kopyasını istiyorum.,nötr
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi sağlam.",pozitif
Paket beklediğimden çok daha ilgili çıktı.,pozitif
Beklediğimden çok daha iyi performans gösterdi.,pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Destek ekibi çözüm sürecinde çok nazik davrandı.,pozitif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi kaliteli.",pozitif
Aldığım hizmetin kalitesi düştü.,negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi ilgili.",pozitif
Öncelikle web sitenizi ziyaret ettim.,nötr
"Görevli konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Aldığım hizmetin kalitesi düştü.,negatif
"Telefon tam bir hayal kırıklığı, çok kalitesiz.",negatif
Aldığım hizmetten dolayı pişmanlık duyuyorum.,negatif
Ürünün kalitesizliği beni şaşırttı.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Kullanıcı sözleşmesini kabul ettim.,nötr
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Ürün tam bir hayal kırıklığı, çok kötü.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Bozuk ürünü geri almayı reddettiler.,negatif
"Paket tam bir hayal kırıklığı, çok kötü.",negatif
Görevli çözüm sürecinde çok nazik davrandı.,pozitif
Telefon beklediğimden çok daha sağlam çıktı.,pozitif
Ürün beklediğimden çok daha nazik çıktı.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi ilgili.",pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi hızlı.",pozitif
Teslimat süresi belirtilen aralıkta olacak mı?,nötr
Sorunum anında bir şekilde halledildi.,pozitif
"Tüm parçaları eksik çıktı, kontrol edilmemiş.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
"Görevli konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Siparişimi hediye paketi yapabilir misiniz?,nötr
Destek ekibi çözüm sürecinde çok sağlam davrandı.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Kesinlikle öneririm, hizmet kalitesi sağlam.",pozitif
"Her kuruşuna değdi, çok memnunum.",pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Sipariş beklediğimden çok daha nazik çıktı.,pozitif
"Tebrikler, işinizi çok iyi yapıyorsunuz.",pozitif
"Destek ekibi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Gözüm kapalı tavsiye ederim.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Sizden hizmet almak büyük bir ayrıcalık.,pozitif
Sizden hizmet almak büyük bir ayrıcalık.,pozitif
"Cihaz tam bir hayal kırıklığı, çok eksik.",negatif
Gecikmeden dolayı hiçbir özür dilenmedi.,negatif
"Ürün görseli yanıltıcı, gerçekte çok farklı görünüyor.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Her kuruşuna değdi, çok memnunum.",pozitif
"Fatura yanlış kesilmiş, düzeltilmesini istiyorum.",negatif
Ürününüzün hangi özelliklerini öne çıkarırsınız?,nötr
Telefonda beklerken canım çıktı.,negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Bu kadar ilgili bir destek ekibi görmedim.,pozitif
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
Sorunum anında bir şekilde halledildi.,pozitif
Müşteri temsilcisi çözüm sürecinde çok hızlı davrandı.,pozitif
İade işlemleri kaç gün sürüyor?,nötr
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
En hızlı kargo sizde.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Firmanın web sitesi çok karmaşık ve kullanışsız.,negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Müşteri temsilcisi çözüm sürecinde çok kaliteli davrandı.,pozitif
Kampanyanın detaylarını öğrenmek istiyorum.,nötr
Sorunum anında bir şekilde halledildi.,pozitif
"Şiddetle tavsiye ederim, harika bir deneyim.",pozitif
Kampanyadan nasıl yararlanabileceğimi öğrenmek istedim.,nötr
Fiyatına göre performansı çok yüksek.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Kurye çözüm sürecinde çok nazik davrandı.,pozitif
Faturanın bir kopyasını istiyorum.,nötr
Bu markanın diğer ürünlerini de merak ettim.,nötr
Siparişimi gönderdikten sonra benimle iletişime geçmediler.,negatif
Siparişimi kaybettiler ve umursamadılar.,negatif
"Telefon tam bir hayal kırıklığı, çok kalitesiz.",negatif
Kullanıcı sözleşmesini kabul ettim.,nötr
Sürekli beni mağdur ediyorlar.,negatif
Herkesin alması gereken bir ürün.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Kampanyanın detaylarını öğrenmek istiyorum.,nötr
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Teknik destek ekibiniz tamamen yetersiz.,negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Hangi kargo şirketiyle çalıştığınızı sorabilir miyim?,nötr
Görevli çözüm sürecinde çok sağlam davrandı.,pozitif
"Görevli konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Her şey zamanında ve eksiksiz ulaştı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kulaklık tam bir hayal kırıklığı, çok kaba.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Hizmet beklenen düzeydeydi,nötr
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
İade koşullarını okudum ve anladım.,nötr
"Destek ekibi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
"Destek ekibi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Çalışanlarınızın samimiyeti beni çok mutlu etti.,pozitif
"Müşteri temsilcisi konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
Bozuk ürünü geri almayı reddettiler.,negatif
Sizden hizmet almak bir ayrıcalık.,pozitif
Siparişimi kaybettiler ve umursamadılar.,negatif
"Fatura yanlış kesilmiş, düzeltilmesini istiyorum.",negatif
Gönderilen ürünün rengi yanlış.,negatif
"Görevli konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Cihaz beklediğimden çok daha nazik çıktı.,pozitif
"Hızlı ve güvenilir bir firma, çok memnun kaldım.",pozitif
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
Ürünün kalitesizliği beni şaşırttı.,negatif
Teknik bir hata yüzünden siparişim karıştı.,negatif
Cihaz beklediğimden çok daha kaliteli çıktı.,pozitif
Görevli çözüm sürecinde çok kaliteli davrandı.,pozitif
Personeliniz çok kaba ve ilgisizdi.,negatif
"İnsanları oyalayıp duruyorlar, çözüm yok.",negatif
Bu kadar kötü bir deneyimi kimseye yaşatmayın.,negatif
Kurye çözüm sürecinde çok sağlam davrandı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Hangi saatler arasında müsait olacağınızı belirtebilirsiniz?,nötr
Bu kadar sorumsuz bir firma görmedim.,negatif
"Hizmet çok iyiydi, gerçekten memnun kaldım",pozitif
Hangi kargo şirketiyle çalıştığınızı sorabilir miyim?,nötr
Teslimat süresi belirtilen aralıkta olacak mı?,nötr
Bu markanın diğer ürünlerini de merak ettim.,nötr
İşini hakkıyla yapan nadir firmalardan.,pozitif
Sorunum anında bir şekilde halledildi.,pozitif
"Cihaz tam bir hayal kırıklığı, çok yavaş.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi kaliteli.",pozitif
İade işlemleri kaç gün sürüyor?,nötr
Öncelikle web sitenizi ziyaret ettim.,nötr
"İade sürecim hala sonuçlanmadı, çok yavaş işliyor.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Kurye çözüm sürecinde çok sağlam davrandı.,pozitif
Paket beklediğimden çok daha sağlam çıktı.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Destek ekibi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Ürünüm arızalandı, muhatap bulamıyorum.",negatif
Müşteri temsilcisi çok nazik ve çözüm odaklıydı.,pozitif
"Telefon tam bir hayal kırıklığı, çok kötü.",negatif
Süper hızlı ve sorunsuz bir işlem oldu.,pozitif
Mağazanızın konumunu harita üzerinden buldum.,nötr
Gelen kargo kutusu patlamıştı.,negatif
Bu ürünün muadili var mı?,nötr
Ürününüzün fiyatı nedir?,nötr
"Aldatıldığımı düşünüyorum, ürün farklı çıktı.",negatif
Görevli çözüm sürecinde çok kaliteli davrandı.,pozitif
Yaşadığım sorun çözülmediği gibi daha da büyüdü.,negatif
Teslimat süresi ne kadar sürer?,nötr
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Bu kadar ilgili bir firma daha görmedim.,pozitif
Telefon beklediğimden çok daha sağlam çıktı.,pozitif
Bu ürünün başka renkleri var mı?,nötr
Müşteri hizmetleri telefonu yüzüme kapattı.,negatif
Hizmetiniz beş yıldızı hak ediyor.,pozitif
Deneyim ne iyi ne kötüydü,nötr
Ürün beklediğimden çok daha hızlı çıktı.,pozitif
Web sitesinde bir sorunla karşılaştım.,nötr
Lütfen bana bir e-posta gönderin.,nötr
"Yorumumu yayınlamıyorlar, sansür uyguluyorlar.",negatif
Teknik bir hata yüzünden siparişim karıştı.,negatif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
Telefon beklediğimden çok daha hızlı çıktı.,pozitif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Paket tam bir hayal kırıklığı, çok kaba.",negatif
Satış sonrası destek tam bir fiyasko.,negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
İnternet sitesindeki fiyat ile mağazadaki fiyat aynı mı?,nötr
Siparişim 10 gündür kargoya verilmedi.,negatif
Beklediğimden çok daha iyi performans gösterdi.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
Taksit seçeneklerinin olmaması büyük bir eksiklik.,negatif
"Telefon tam bir hayal kırıklığı, çok defolu.",negatif
Ne memnun kaldım ne de pişmanım,notr
Bu hizmetten kaç kişi yararlanıyor?,nötr
"Kurye konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Her kuruşuna değdi, çok memnunum.",pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Verdiğim paraya yazık oldu, kesinlikle almayın.",negatif
Faturanın e-posta adresime gönderilmesini talep ettim.,nötr
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Hizmetinizden çok memnun kaldım, tebrikler.",pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Çözüm odaklı yaklaşımınız harika.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"İnternet bağlantım sürekli kopuyor, çok sıkıntı yaşıyorum.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi nazik.",pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Cihaz beklediğimden çok daha ilgili çıktı.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Görevli konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Ürünün ağırlığı beklediğimden fazlaydı.,nötr
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
En iyi hizmeti sizden aldım.,pozitif
Profesyonellik ve kalite bir arada.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Kulaklık beklediğimden çok daha sağlam çıktı.,pozitif
Telefon beklediğimden çok daha başarılı çıktı.,pozitif
Aldığım hizmetten kesinlikle memnun kalmadım.,negatif
Teslimat adresimi güncellemem gerekiyor.,nötr
Hangi kargo şirketiyle çalıştığınızı sorabilir miyim?,nötr
"Sipariş tam bir hayal kırıklığı, çok yavaş.",negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Beklediğimden çok daha hızlı sonuç aldım.,pozitif
"Bu ürüne bayıldım, kalitesine diyecek yok.",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Görevli konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
Kurye çözüm sürecinde çok başarılı davrandı.,pozitif
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
Profesyonellik ve kalite bir arada.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Kesinlikle öneririm, hizmet kalitesi başarılı.",pozitif
Fiyatlar neden bu kadar farklılık gösteriyor?,nötr
Çözümünüz gerçekten çok yaratıcı ve etkiliydi.,pozitif
Gelen kargo kutusu patlamıştı.,negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
İnternet sitenizden alışveriş yapmak tam bir işkence.,negatif
Gönül rahatlığıyla tercih edebilirsiniz.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
E-posta ile gönderdiğim hiçbir mesaja cevap alamadım.,negatif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Ürünü geri gönderme rağmen hala iade yapılmadı.,negatif
"Müşteri temsilcisi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Yorumumu yayınlamıyorlar, sansür uyguluyorlar.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
İndirimli fiyatlar ne zamana kadar geçerli?,nötr
Her şey zamanında ve eksiksiz ulaştı.,pozitif
"Görevli konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Görevli çözüm sürecinde çok nazik davrandı.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Her şey zamanında ve eksiksiz ulaştı.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Siparişimi kaybettiler ve umursamadılar.,negatif
"Her şey için çok teşekkür ederim, mükemmeldi.",pozitif
Kurye çözüm sürecinde çok kaliteli davrandı.,pozitif
Aldığım hizmetten dolayı pişmanlık duyuyorum.,negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Görevli konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
"Harika bir iş çıkarmışsınız, elinize sağlık.",pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
İnanılmaz derecede kullanıcı dostu bir arayüze sahipsiniz.,pozitif
Kampanyadan nasıl yararlanabileceğimi öğrenmek istedim.,nötr
Ürünüm tamir edilmeden geri gönderildi.,negatif
Paket beklediğimden çok daha nazik çıktı.,pozitif
Kullanıcı yorumlarını okuyarak karar verdim.,nötr
"Destek ekibi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Sipariş tam bir hayal kırıklığı, çok kötü.",negatif
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
"Her şey için çok teşekkür ederim, mükemmeldi.",pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Müşteri temsilcisi çözüm sürecinde çok nazik davrandı.,pozitif
Ürünü geri gönderme rağmen para iadesi yapılmadı.,negatif
Kurye çözüm sürecinde çok nazik davrandı.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
Destek ekibi çözüm sürecinde çok ilgili davrandı.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Ürünün boyutları tam olarak nedir?,nötr
Fiyatlar neden bu kadar farklılık gösteriyor?,nötr
Aldığım hizmetten kesinlikle memnun kalmadım.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi nazik.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
Mükemmel bir alışveriş deneyimiydi.,pozitif
Çalışanlarınızın samimiyeti beni çok mutlu etti.,pozitif
Kampanyadan nasıl yararlanabileceğimi öğrenmek istedim.,nötr
Gözüm kapalı tavsiye ederim.,pozitif
Profesyonellik ve kalite bir arada.,pozitif
Müşteri temsilcisi çözüm sürecinde çok hızlı davrandı.,pozitif
"Destek ekibi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Cihaz beklediğimden çok daha nazik çıktı.,pozitif
Aldığım hizmet pişmanlık vericiydi.,negatif
"Kurye konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Cihaz beklediğimden çok daha nazik çıktı.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
Müşteri temsilcisi çözüm sürecinde çok ilgili davrandı.,pozitif
Kampanyanın detaylarını öğrenmek istiyorum.,nötr
"Kulaklık tam bir hayal kırıklığı, çok eksik.",negatif
Hizmetinizden çok etkilendim.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi ilgili.",pozitif
"Destek ekibi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Sürekli aynı sorunu yaşıyorum, bıktım.",negatif
Sürekli beni mağdur ediyorlar.,negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Bu ürünün teknik özellikleri nelerdir?,nötr
"Görevli konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
"Telefon tam bir hayal kırıklığı, çok defolu.",negatif
Güler yüzlü personelleriniz için teşekkürler.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Sürekli beni farklı departmanlara yönlendiriyorlar.,negatif
