review,label
"Destek ekibi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Kulaklık tam bir hayal kırıklığı, çok kalitesiz.",negatif
Ürün beklediğimden çok daha hızlı çıktı.,pozitif
Kulaklık beklediğimden çok daha nazik çıktı.,pozitif
"Ürün tam bir hayal kırıklığı, çok eksik.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Görevli konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi kaliteli.",pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Kurye çözüm sürecinde çok hızlı davrandı.,pozitif
"Müşteri temsilcisi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi kaliteli.",pozitif
Sorunum anında bir şekilde halledildi.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Ürün tam bir hayal kırıklığı, çok kötü.",negatif
Sipariş beklediğimden çok daha hızlı çıktı.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi sağlam.",pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Kesinlikle öneririm, hizmet kalitesi ilgili.",pozitif
Destek ekibi çözüm sürecinde çok nazik davrandı.,pozitif
"Sipariş tam bir hayal kırıklığı, çok kalitesiz.",negatif
Sipariş beklediğimden çok daha ilgili çıktı.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Cihaz beklediğimden çok daha kaliteli çıktı.,pozitif
Kurye çözüm sürecinde çok başarılı davrandı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Görevli çözüm sürecinde çok hızlı davrandı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Görevli çözüm sürecinde çok hızlı davrandı.,pozitif
Destek ekibi çözüm sürecinde çok ilgili davrandı.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Müşteri temsilcisi çözüm sürecinde çok başarılı davrandı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kurye konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi hızlı.",pozitif
"Müşteri temsilcisi konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Ürün tam bir hayal kırıklığı, çok defolu.",negatif
Cihaz beklediğimden çok daha nazik çıktı.,pozitif
"Telefon tam bir hayal kırıklığı, çok eksik.",negatif
Kulaklık beklediğimden çok daha nazik çıktı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Paket beklediğimden çok daha hızlı çıktı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi nazik.",pozitif
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
"Sipariş tam bir hayal kırıklığı, çok defolu.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi hızlı.",pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Kulaklık tam bir hayal kırıklığı, çok yavaş.",negatif
Paket beklediğimden çok daha nazik çıktı.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Görevli çözüm sürecinde çok ilgili davrandı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Sipariş tam bir hayal kırıklığı, çok kötü.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Telefon beklediğimden çok daha başarılı çıktı.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Sipariş beklediğimden çok daha sağlam çıktı.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Sipariş beklediğimden çok daha ilgili çıktı.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Kurye çözüm sürecinde çok sağlam davrandı.,pozitif
"Müşteri temsilcisi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Paket beklediğimden çok daha kaliteli çıktı.,pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Kurye konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Paket tam bir hayal kırıklığı, çok kötü.",negatif
"Sipariş tam bir hayal kırıklığı, çok defolu.",negatif
"Ürün tam bir hayal kırıklığı, çok defolu.",negatif
"Paket tam bir hayal kırıklığı, çok defolu.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Görevli çözüm sürecinde çok başarılı davrandı.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi hızlı.",pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi başarılı.",pozitif
"Kurye konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
"Kulaklık tam bir hayal kırıklığı, çok yavaş.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Paket tam bir hayal kırıklığı, çok kalitesiz.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
"Destek ekibi konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Görevli konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
"Kesinlikle öneririm, hizmet kalitesi nazik.",pozitif
Sipariş beklediğimden çok daha kaliteli çıktı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Kurye çözüm sürecinde çok hızlı davrandı.,pozitif
Ürün beklediğimden çok daha sağlam çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
Görevli çözüm sürecinde çok kaliteli davrandı.,pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Kulaklık tam bir hayal kırıklığı, çok kötü.",negatif
"Destek ekibi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Müşteri temsilcisi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Destek ekibi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
"Kulaklık tam bir hayal kırıklığı, çok kötü.",negatif
"Kulaklık tam bir hayal kırıklığı, çok kaba.",negatif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Müşteri temsilcisi çözüm sürecinde çok sağlam davrandı.,pozitif
"Sipariş tam bir hayal kırıklığı, çok yavaş.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Müşteri temsilcisi çözüm sürecinde çok sağlam davrandı.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Paket beklediğimden çok daha başarılı çıktı.,pozitif
"Kurye konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Telefon tam bir hayal kırıklığı, çok kötü.",negatif
Paket beklediğimden çok daha sağlam çıktı.,pozitif
Cihaz beklediğimden çok daha hızlı çıktı.,pozitif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
Sorunum anında bir şekilde halledildi.,pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Telefon tam bir hayal kırıklığı, çok kalitesiz.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Cihaz tam bir hayal kırıklığı, çok kaba.",negatif
"Sipariş tam bir hayal kırıklığı, çok kötü.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kulaklık tam bir hayal kırıklığı, çok defolu.",negatif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Kurye çözüm sürecinde çok kaliteli davrandı.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Müşteri temsilcisi çözüm sürecinde çok nazik davrandı.,pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi nazik.",pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi hızlı.",pozitif
Görevli çözüm sürecinde çok ilgili davrandı.,pozitif
Paket beklediğimden çok daha kaliteli çıktı.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi ilgili.",pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Sipariş tam bir hayal kırıklığı, çok eksik.",negatif
Cihaz beklediğimden çok daha ilgili çıktı.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Paket beklediğimden çok daha sağlam çıktı.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Cihaz tam bir hayal kırıklığı, çok yavaş.",negatif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
Paket beklediğimden çok daha sağlam çıktı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Cihaz tam bir hayal kırıklığı, çok yavaş.",negatif
Cihaz beklediğimden çok daha sağlam çıktı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi ilgili.",pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Kurye çözüm sürecinde çok sağlam davrandı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi başarılı.",pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Kurye konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Sipariş beklediğimden çok daha nazik çıktı.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Paket beklediğimden çok daha kaliteli çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Destek ekibi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Cihaz beklediğimden çok daha hızlı çıktı.,pozitif
"Müşteri temsilcisi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Destek ekibi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Görevli çözüm sürecinde çok hızlı davrandı.,pozitif
"Kurye konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Kurye konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Kulaklık beklediğimden çok daha hızlı çıktı.,pozitif
"Kesinlikle öneririm, hizmet kalitesi sağlam.",pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Kulaklık beklediğimden çok daha nazik çıktı.,pozitif
"Paket tam bir hayal kırıklığı, çok eksik.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Kulaklık beklediğimden çok daha nazik çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Paket tam bir hayal kırıklığı, çok kaba.",negatif
Cihaz beklediğimden çok daha sağlam çıktı.,pozitif
Destek ekibi çözüm sürecinde çok başarılı davrandı.,pozitif
Görevli çözüm sürecinde çok sağlam davrandı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi ilgili.",pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Kesinlikle öneririm, hizmet kalitesi başarılı.",pozitif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Cihaz tam bir hayal kırıklığı, çok kalitesiz.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
"Sipariş tam bir hayal kırıklığı, çok yavaş.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Müşteri temsilcisi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
Destek ekibi çözüm sürecinde çok hızlı davrandı.,pozitif
Görevli çözüm sürecinde çok ilgili davrandı.,pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
Destek ekibi çözüm sürecinde çok sağlam davrandı.,pozitif
"Görevli konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Müşteri temsilcisi konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi kaliteli.",pozitif
Paket beklediğimden çok daha ilgili çıktı.,pozitif
Destek ekibi çözüm sürecinde çok başarılı davrandı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Cihaz tam bir hayal kırıklığı, çok kaba.",negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
"Cihaz tam bir hayal kırıklığı, çok kalitesiz.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi ilgili.",pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi ilgili.",pozitif
"Paket tam bir hayal kırıklığı, çok defolu.",negatif
Ürün beklediğimden çok daha sağlam çıktı.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi kaliteli.",pozitif
Kurye çözüm sürecinde çok başarılı davrandı.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Uygulama sürekli sistem veriyor, kullanamıyorum.",negatif
"Sipariş tam bir hayal kırıklığı, çok kötü.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Telefon tam bir hayal kırıklığı, çok eksik.",negatif
Ürün beklediğimden çok daha sağlam çıktı.,pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi nazik.",pozitif
Sorunum anında bir şekilde halledildi.,pozitif
Cihaz beklediğimden çok daha hızlı çıktı.,pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Görevli çözüm sürecinde çok sağlam davrandı.,pozitif
"Paket tam bir hayal kırıklığı, çok kötü.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Paket beklediğimden çok daha hızlı çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi nazik.",pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi nazik.",pozitif
Cihaz beklediğimden çok daha başarılı çıktı.,pozitif
"Sipariş tam bir hayal kırıklığı, çok kötü.",negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi sağlam.",pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Müşteri temsilcisi konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Paket beklediğimden çok daha kaliteli çıktı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Cihaz tam bir hayal kırıklığı, çok eksik.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Destek ekibi konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Müşteri temsilcisi çözüm sürecinde çok sağlam davrandı.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Cihaz beklediğimden çok daha ilgili çıktı.,pozitif
"Kargom aynı gün içinde elime ulaştı, teşekkürler.",pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
Kurye çözüm sürecinde çok nazik davrandı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Cihaz tam bir hayal kırıklığı, çok kalitesiz.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kesinlikle öneririm, hizmet kalitesi hızlı.",pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Müşteri temsilcisi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
Görevli çözüm sürecinde çok sağlam davrandı.,pozitif
Destek ekibi çözüm sürecinde çok ilgili davrandı.,pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Kulaklık tam bir hayal kırıklığı, çok kalitesiz.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Kulaklık tam bir hayal kırıklığı, çok kalitesiz.",negatif
"Cihaz tam bir hayal kırıklığı, çok kalitesiz.",negatif
"Kesinlikle öneririm, hizmet kalitesi ilgili.",pozitif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi nazik.",pozitif
Kurye çözüm sürecinde çok ilgili davrandı.,pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
Görevli çözüm sürecinde çok başarılı davrandı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Şikayetimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Siparişim 10 gündür kargoya verilmedi.,negatif
"Görevli konuşma tarzı çok eksik, hiç memnun kalmadım.",negatif
Sorunum anında bir şekilde halledildi.,pozitif
"Kesinlikle öneririm, hizmet kalitesi başarılı.",pozitif
"Kesinlikle öneririm, hizmet kalitesi kaliteli.",pozitif
Sorunum anında bir şekilde halledildi.,pozitif
"Görevli konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
"Müşteri temsilcisi konuşma tarzı çok kalitesiz, hiç memnun kalmadım.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Telefon beklediğimden çok daha başarılı çıktı.,pozitif
"Kulaklık tam bir hayal kırıklığı, çok kötü.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Destek ekibi konuşma tarzı çok kötü, hiç memnun kalmadım.",negatif
Kurye çözüm sürecinde çok hızlı davrandı.,pozitif
"Uygulama sürekli sunucu veriyor, kullanamıyorum.",negatif
"Sipariş tam bir hayal kırıklığı, çok yavaş.",negatif
Siparişim 15 gündür kargoya verilmedi.,negatif
"Görevli konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
Müşteri temsilcisi çözüm sürecinde çok nazik davrandı.,pozitif
Telefon beklediğimden çok daha ilgili çıktı.,pozitif
"Görevli konuşma tarzı çok yavaş, hiç memnun kalmadım.",negatif
"Kesinlikle tavsiye ederim, hizmet kalitesi nazik.",pozitif
Sorunum profesyonel bir şekilde halledildi.,pozitif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
Paket beklediğimden çok daha başarılı çıktı.,pozitif
"Telefon tam bir hayal kırıklığı, çok defolu.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kurye konuşma tarzı çok kaba, hiç memnun kalmadım.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Kargom çok kısa süre içinde elime ulaştı, teşekkürler.",pozitif
"Kurye konuşma tarzı çok defolu, hiç memnun kalmadım.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Uygulama sürekli ödeme veriyor, kullanamıyorum.",negatif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
"Kesinlikle tekrar alışveriş yaparım, hizmet kalitesi hızlı.",pozitif
"Cihaz tam bir hayal kırıklığı, çok kaba.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Cihaz tam bir hayal kırıklığı, çok eksik.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Paket tam bir hayal kırıklığı, çok kalitesiz.",negatif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Kesinlikle tavsiye ederim, hizmet kalitesi nazik.",pozitif
Destek ekibi çözüm sürecinde çok başarılı davrandı.,pozitif
Siparişim bir haftadır gündür kargoya verilmedi.,negatif
Destek ekibi çözüm sürecinde çok sağlam davrandı.,pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Ürün tam bir hayal kırıklığı, çok defolu.",negatif
"Para iadesi hakkında hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
"Kargom 24 saat içinde elime ulaştı, teşekkürler.",pozitif
Sorunum hızlıca bir şekilde halledildi.,pozitif
"Uygulama sürekli bağlantı veriyor, kullanamıyorum.",negatif
"İade talebimden hala bir sonuç alamadım, mağduriyetim giderilmedi.",negatif
